client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667834.mp3	ข่าวล่าสุดฉันเจอเรื่องเกี่ยวกับอนาคต	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667835.mp3	เธอไม่มีความพยายามที่จะถอนออก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667836.mp3	พวกเขาผจญภัยมากมายมาด้วยกัน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667837.mp3	บางทีคุณพูดถูก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667838.mp3	แล้วเธอมาทำอะไรที่นี่?	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667839.mp3	คุณพูดอะไร?	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667840.mp3	ดินเปื้อนกระโปรง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667841.mp3	ไหนขอพวกเราดูหน่อยสิ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667842.mp3	ทั้งหมดเป็นไปตามเวลาที่กำหดนไว้	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667843.mp3	ปลาว่ายทวนน้ำ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667844.mp3	เรือควรจะเทียบท่าภายในเจ็ดถึงสิบวัน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667845.mp3	โชคดีที่กริชไม่สามารถเจาะเกราะกันกระสุนได้	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667846.mp3	พวกเขาบอกฉันว่าพวกเขาจะเอาฉันไป	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667847.mp3	ฉันแค่อยากจะเป็นอิสระ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667848.mp3	ภูมิอากาศที่ดีที่สุดในโลก!	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667849.mp3	ออกไปซะ อันนี้ของฉัน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667850.mp3	ฉันไม่ได้ใส่ใจเขามาก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667851.mp3	ฉันจะบอกข้อบกพร่องของคุณทั้งหมด	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667852.mp3	มีรายงานที่เหตุการณ์อาจจะถูกยกเลิก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23667853.mp3	เรื่องนี้ไม่มีข้อสงสัย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670071.mp3	ซาร่าบอกเขาว่าเธอไม่เห็นพี่ชายของเธอ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670072.mp3	ฉันอยากไปเที่ยวอิตาลี	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670073.mp3	มันจะดีกว่าถ้าตลาดไม่ได้ถูกรวมไว้แค่ส่วนน้อย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670074.mp3	หวังว่าเราจะพบพวกเขาสัปดาห์หน้า	2	1	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670075.mp3	ตัวเราเองไม่ได้เห็นเป็นอย่างนั้น	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670076.mp3	มีแสงพาดผ่านแม่น้ำ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670077.mp3	วันหยุดฤดูร้อนเป็นเวลาที่ดีที่สุดของปี!	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670078.mp3	พวกเขารู้สึกว่าพนักงานขายโกหกพวกเขา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670079.mp3	มีใครอยู่มั้ย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670080.mp3	เรือแล่นไปด้วยไอเดียนั้น	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670081.mp3	เธอช่วยฉันทำการบ้านหน่อยนะ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670082.mp3	วาดา,หลุยส์ และ สจ๊วด ทำงานให้กับฝั่งเชื้อสายเอเซีย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670083.mp3	การลงทะเบียนเปิดสำหรับการบรรยายในลอนดอนหรือไม่	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670084.mp3	นี่คือสัญญาณที่ดีในหัวข้อถัดไป	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670085.mp3	เงียบลงไหม	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670086.mp3	น้องยังไม่ได้อาบน้ำ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670087.mp3	ฉันไม่รักเธอ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670088.mp3	เขาไปหาคนขายยาสูบเพื่อซื้อบุหรี่	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670089.mp3	ชาวนาจับปลา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670090.mp3	ฉันมีความศรัทธาในพวกเขา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670091.mp3	ช่วยผู้อ่อนแอเพื่อรักษาความแข็งแกร่งของพวกเขา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670092.mp3	เธอไปที่สวนสาธารณะเพื่อถ่ายฟุตเทจ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670093.mp3	ทั้งผ้าคลุมโซฟาและม่านในห้องโถงล้วนเป็นสีฟ้า	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670094.mp3	คืนนี้ฉันต้องทำให้ได้ เธอพูดกับตัวเอง “ฉันต้องทำให้ได้!”	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670096.mp3	ทางไปแม่ฮ่องสอนโค้งเยอะ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670097.mp3	มันลดค่าภาษีมั้ย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670098.mp3	ใช่แล้ว ฉันกดกริ่ง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670099.mp3	การเป็นผู้นำสามารถทำให้เหน็ดเหนื่อย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670100.mp3	"'ฉันไม่สนใจเท่าไหร่หรอกว่า...' อลิซกล่าว"	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670101.mp3	คนปีนเขาตกเขาแบบฉับพลัน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670102.mp3	ฉันไม่ได้ไว้ใจเขาตั้งแต่แรก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670103.mp3	เธอไปที่ร้านขายยาเพื่อรับยา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670104.mp3	กรมสรรพากรได้มีการศึกษาและวิเคราะห์กลุ่มผู้เสียภาษีแต่ละกลุ่มโดยละเอียด	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670105.mp3	ขอความกรุณาเก็บมือถือด้วยครับ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670572.mp3	ฉันจินตนาการว่ามันควรจะพิสูจน์ว่าเพียงพอค่ะ ท่าน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670573.mp3	น่าเสียดายที่เขาไม่ใช่พวกสูดยานัตถุ์	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670574.mp3	ฟิลิปไม่ได้พยายามติดตาม	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670575.mp3	เธออาศัยอยู่ในเจนีวา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670576.mp3	เธอเห็นโอกาสของเธอเอง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670577.mp3	การอยู่กับเขาเพียงอย่างเดียวทำให้เธอรู้สึกไม่สบายใจ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670578.mp3	สิ่งมีชีวิตที่น่ากลัวคืออะไร	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670579.mp3	คอมพิวเตอร์ช้ามาก กระตุก ไม่ทันใจวัยรุ่น	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670580.mp3	วิธีการจัดช่อผลไม้กินได้	2	1	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670581.mp3	วันนี้เป็นวันสิ้นโลก	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670582.mp3	เครือข่ายเพียร์ทูเพียร์มีความแข็งแกร่งกว่าสถาปัตยกรรมไคลเอนต์ - เซิร์ฟเวอร์	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670583.mp3	ฉันดื่มนมพาสเจอร์ไรซ์	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670584.mp3	ฉันสามารถทำอะไรได้บ้างเกี่ยวกับอาการปวดหัวของฉัน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670585.mp3	ฉันก็เชื่อเช่นนั้น ท่านผู้หญิง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670586.mp3	หนึ่งในดวงจันทร์ของดาวเสาร์เรียกว่าเฮลีน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670587.mp3	เขาจะขยันเรียนให้ดียิ่งขึ้น	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670588.mp3	ฉันเป็นคนตรงเวลาอย่างสม่ำเสมอ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670589.mp3	ความรักสำคัญกว่าเกลียด	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670590.mp3	มันแสดงให้เห็นถึงข้อบกพร่องและยูโทเปียที่ล้มเหลว	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670591.mp3	ฉันสงสัยว่ามันเรียกตัวเองว่าอะไร	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670592.mp3	นายวูดคอร์ทสนใจฟังและแสดงความเสียใจ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670593.mp3	กรุณาแตะเพื่อแก้ไข	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670594.mp3	ฉันอยู่ในที่มืด	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670595.mp3	เกรดออกยัง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670596.mp3	อาหารจานด่วนสะดวก แต่มักไม่ดีต่อสุขภาพ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670597.mp3	เรามีผักผลไม้นิดหน่อย แล้วเราก็กลายเป็นคนกินปลา	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670598.mp3	นายทัลคิงฮอร์นใช้เวลาสูดดม	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670599.mp3	เธอไม่เคยขโมยอะไรเลย	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670600.mp3	ทุกคนดื่มให้คู่บ่าวสาว	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670601.mp3	มันก็จริงนะ ฉันต้องมีเงิน	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670602.mp3	คนเราไม่สามารถระมัดระวังเกินไป	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670603.mp3	เมื่อวานเขารู้สึกว่าปลอดภัยแล้วตอนนี้เขามีอาการเมาค้าง	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670604.mp3	แม่ซื้ออาหารแล้ว	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670605.mp3	สะพานแขวนกวัดแกว่งไปตามแรงพายุ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670606.mp3	ส่องแสงสว่างอย่างไม่ลดละ	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670607.mp3	คุณจัดที่นอนแล้วก็นอนทับมัน	2	1	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670608.mp3	“ผมขอให้ท่านอภัยผม” เขากล่าว	2	0	thirties	female		th	
b0e8d806643836f5f14ab1beee369a38910eec4b29608a32169a8c4253d9e2136a3568c459483e363c2d405c22f6c879c09ab9e39ac06650e20851865d0110cf	common_voice_th_23670609.mp3	เราจะไม่ขังคุณไว้ที่นี่	2	0	thirties	female		th	
